VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,455.64,9/15/2021
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,10702.89,2/3/2021
Konecranes,MAINTENANCE & REPAIRS,33409.95,10/19/2021
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,334.31,5/6/2021
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,149.50,8/5/2021
ARKADIUSZ GROCHOWSKI MD,ADMINISTRATION & HR,750.00,6/17/2021
HEGENSCHEIDT CORP.,MAINTENANCE & REPAIRS,3635.00,8/16/2021
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,32.50,4/1/2021
CINTAS CORPORATION,DIRECT PURCHASES,95.54,11/26/2021
AURIGA CORPORATION,GENERAL EXPENSES,33767.34,12/23/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/26/2021
GREAT LEARNING EDUCATION PTE,TRAVEL & MEETING EXPENSE,2500.00,6/28/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,9122.88,5/31/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,327.71,7/14/2021
CONSOLIDATED PRINTING,ADVERTISING & PROMOTION,2501.00,12/23/2021
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,778.00,6/30/2021
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,74651.64,4/7/2021
PNC BANK,MAINTENANCE & REPAIRS,1156.89,3/18/2021
TAB SERVICE COMPANY,GENERAL EXPENSES,3778.04,12/2/2021
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,16393.81,9/2/2021
VTECH SOLUTION INC,CONSULTING,3132.00,7/22/2021
MP2 ENERGY NE LLC,UTILITIES EXPENSE,15114.28,4/28/2021
"CHICAGO UNITED INDUSTRIES, LTD.",MAINTENANCE & REPAIRS,226.80,12/8/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1591.92,4/7/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/6/2021
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,360.00,9/29/2021
MONTIEL INTERNATIONAL,GENERAL EXPENSES,200.00,1/7/2021
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,398256.43,5/26/2021
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,16322.30,11/17/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,529.30,2/10/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,60.00,8/19/2021
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,11054.53,11/4/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36872.70,10/28/2021
PNC BANK,EQUIPMENT RENTAL,200.00,4/29/2021
ARKADIUSZ GROCHOWSKI MD,ADMINISTRATION & HR,750.00,4/29/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36857.41,8/26/2021
AN EXECUTIVE DECISION,CONTRACTUAL SERVICES,1863.09,6/17/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,986734.26,1/18/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,808.38,12/30/2021
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,1666.66,5/13/2021
KONE SPARES,DIRECT PURCHASES,7651.97,10/6/2021
BRANDON WOODBERRY,LEGAL COSTS,75.00,11/12/2021
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,6000.00,7/5/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,2145.00,5/13/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,2150.70,8/26/2021
"PREMIER STAFFING SOURCE, INC.",CONSULTING,6129.00,10/11/2021
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,9/29/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,900.00,7/12/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,7200.00,6/21/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,9/27/2021
*H and D Landscaping and Tree Removal LLC,CONTRACTUAL SERVICES,5754.00,10/6/2021
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,205.00,10/21/2021
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,5356.15,9/20/2021
SETON IDENTIFICATION PRODUCTS,DIRECT PURCHASES,1018.45,7/15/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,638.00,9/30/2021
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,22148.59,5/27/2021
PNC BANK,TRAVEL & MEETING EXPENSE,1340.26,12/17/2021
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,350.00,4/28/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,1860.00,12/9/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,930.00,5/6/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,2/11/2021
ZUBER LAWLER LLP,LEGAL COSTS,3184.00,8/23/2021
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,1068.50,6/30/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,5023.36,11/18/2021
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,3565.00,7/12/2021
DANIEL KATZ MD,ADMINISTRATION & HR,2562.00,7/20/2021
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,6754.56,2/3/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,427.85,2/22/2021
"PREMIER STAFFING SOURCE, INC.",CONSULTING,1728.00,11/8/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/19/2021
PNC BANK,MAINTENANCE & REPAIRS,49.02,10/21/2021
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,1/25/2021
DAVID CALIMAG MD,ADMINISTRATION & HR,800.00,8/19/2021
SDI PRESENCE LLC,TECHNOLOGY SERVICES,306279.00,10/27/2021
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,37940.00,3/18/2021
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,56062.02,3/22/2021
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,16.80,12/1/2021
"LANCESOFT, INC.",CONSULTING,4896.00,5/13/2021
JOSEPH A. RICKHOFF,LEGAL COSTS,35.10,11/18/2021
GENUINE PARTS COMPANY (NAPA),TECHNOLOGY SERVICES,72417.40,7/26/2021
"WINKLER'S TREE SERVICE, INC.",CONTRACTUAL SERVICES,3698.00,7/29/2021
TRANSPORTATION SAFETY INSTITUTE,TRAVEL & MEETING EXPENSE,7304.00,4/15/2021
"CORE MECHANICAL, INC.",MAINTENANCE & REPAIRS,2995.00,5/27/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,48760.32,12/8/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,1/21/2021
"*MULTILINGUAL CONNECTIONS, LLC",ADVERTISING & PROMOTION,45.00,7/14/2021
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,149620.30,12/14/2021
*AQUAS INCORPORATED,CONTRACTUAL SERVICES,155360.00,9/13/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,8260.00,2/24/2021
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,50.97,7/29/2021
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,7168.00,7/28/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,72.00,11/1/2021
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,55.20,7/14/2021
"KONEMATIC, INC. d/b/a DOOR SYSTEMS",MAINTENANCE & REPAIRS,2691.06,6/3/2021
VILLAGE OF WILMETTE,UTILITIES EXPENSE,4080.32,7/15/2021
GROUPE SHAREGATE INC.,MAINTENANCE & REPAIRS,6995.00,4/13/2021
CORPORATE CONCEPTS INC,DIRECT PURCHASES,673.00,1/21/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,59.54,7/22/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,217.50,3/8/2021
CITY OF BURBANK,GENERAL EXPENSES,100.00,3/25/2021
JACKSON LEWIS PC,LEGAL COSTS,3360.00,8/2/2021
METROPOLITAN WATER RECLAMATION..,UTILITIES EXPENSE,47173.79,1/18/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,29.67,6/24/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/26/2021
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,91.61,6/23/2021
*CLASSY CLEANUP SERVICES LLC,MAINTENANCE & REPAIRS,27439.38,6/17/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,337.70,2/1/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/12/2021
PTC Inc.,TECHNOLOGY SERVICES,2772.00,2/18/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,63708.44,7/14/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,18705.87,4/28/2021
"*ANZY SUPPLY, INC.",DIRECT PURCHASES,454.12,2/25/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,397.02,1/11/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,1456.46,7/20/2021
"WISCO, INC.",DIRECT PURCHASES,480.06,5/27/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,15214.96,3/8/2021
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,2504.00,5/10/2021
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,245.00,3/17/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,12/16/2021
MORTON SALT COMPANY,DIRECT PURCHASES,58640.52,7/8/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,218.09,7/29/2021
"WISCO, INC.",DIRECT PURCHASES,302.78,2/25/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,29023.94,9/8/2021
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,1760.00,2/3/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3788.53,12/1/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,2455.93,8/30/2021
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850.00,8/11/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,29.44,6/30/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,14083.00,9/13/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,396296.29,10/20/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,750.00,4/7/2021
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,15166.33,5/13/2021
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,307.24,10/6/2021
ATI HOLDING LLC,ADMINISTRATION & HR,400.00,3/4/2021
CLAREMONT LLC,ADMINISTRATION & HR,1110.00,6/17/2021
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,164.33,5/19/2021
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,9417.66,5/6/2021
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8559.24,12/30/2021
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,827.15,10/6/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,4446.88,7/14/2021
CINTAS CORPORATION,CONTRACTUAL SERVICES,23.68,2/3/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,165756.29,5/5/2021
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,3214.50,6/21/2021
Konecranes,MAINTENANCE & REPAIRS,2238.61,9/2/2021
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,5473.96,1/27/2021
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,42.26,12/16/2021
Tatsoft LLC,TECHNOLOGY SERVICES,38420.00,7/29/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,540.00,4/7/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,427.56,1/13/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,6371.16,9/16/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,7700.00,3/1/2021
"HOPE INDUSTRIAL SYSTEMS, INC.",MAINTENANCE & REPAIRS,18402.42,12/9/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,299172.27,3/15/2021
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,2000.00,5/6/2021
"MOSIER REPORTING SERVICES, INC.",LEGAL COSTS,316.80,2/11/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,1/21/2021
"*GALAXY ENVIRONMENTAL, INC.",MAINTENANCE & REPAIRS,155924.44,12/7/2021
*M. WELLS PRINTING COMPANY,ADVERTISING & PROMOTION,549.00,9/20/2021
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,3775.00,12/29/2021
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,5456.23,10/13/2021
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,276.00,6/23/2021
SUN-TIMES MEDIA,ADVERTISING & PROMOTION,4700.00,9/23/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,69969.42,9/23/2021
JULES I CRYSTAL,LEGAL COSTS,1650.00,10/21/2021
LA CLINICA SC,ADMINISTRATION & HR,500.00,5/13/2021
 CITY OF CHICAGO,LEGAL COSTS,25.00,12/2/2021
"MYTHICS, INC.",MAINTENANCE & REPAIRS,15617.39,9/30/2021
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,16.80,12/23/2021
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,149.50,2/11/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,6323.60,2/15/2021
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,232.66,11/4/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,30280.32,11/11/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1415.04,5/12/2021
PNC BANK,LEGAL COSTS,61.74,9/15/2021
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,4900.98,9/29/2021
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,32542.99,3/18/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,780.30,9/9/2021
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,71946.43,12/9/2021
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,41.52,2/4/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,1125.00,7/14/2021
HISPANIC/LATINO PROFESSIONALS ASSOCIATION,ADVERTISING & PROMOTION,2995.00,11/26/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,771.87,4/21/2021
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,1693.19,5/27/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,9/30/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1113.15,6/17/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,134.80,10/28/2021
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,13655.83,12/23/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,23355.00,2/15/2021
Konecranes,MAINTENANCE & REPAIRS,750.00,3/4/2021
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,56062.02,9/20/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3872.78,11/4/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,59204.20,11/15/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,28608.50,8/16/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,9004.89,7/7/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,27741.74,10/11/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,7714.20,5/13/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,6638.76,3/17/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,634259.15,5/5/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,645465.07,11/26/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,65076.03,2/24/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,44.92,10/21/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,2876.07,11/17/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,8289.23,3/11/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1436.64,5/19/2021
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,298046.36,12/8/2021
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,54440.82,4/28/2021
"WISCO, INC.",DIRECT PURCHASES,396.79,5/13/2021
AT&T,LEGAL COSTS,70.00,2/25/2021
CINTAS CORPORATION,MAINTENANCE & REPAIRS,2280.52,6/7/2021
"PHAMATECH, INC.",ADMINISTRATION & HR,45095.00,1/14/2021
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,4606.35,1/18/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,990.00,4/8/2021
VTECH SOLUTION INC,CONSULTING,6264.00,10/14/2021
"SNOW SYSTEMS, INC",MAINTENANCE & REPAIRS,168490.00,3/17/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,138378.40,11/15/2021
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,412912.02,8/16/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,17108.72,11/29/2021
ILLINOIS STATE POLICE 1,LEGAL COSTS,5.00,7/8/2021
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,12039.45,10/27/2021
ARCCA,CONTRACTUAL SERVICES,5171.25,4/1/2021
IEEE OPERATIONS CENTER,GENERAL EXPENSES,263.00,1/14/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,144934.65,10/13/2021
JBM Janitorial Corp.,MAINTENANCE & REPAIRS,4760.00,4/5/2021
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,5760.00,2/1/2021
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,616.40,3/10/2021
ANDERSON COVERAGE GROUP LLC,LEGAL COSTS,295.00,1/14/2021
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,49048.70,9/29/2021
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,91.61,6/2/2021
"GREATER ILLINOIS TITLE COMPANY, INC.",LEGAL COSTS,85.00,5/6/2021
LOWIS & GELLEN LLP,LEGAL COSTS,1534.00,1/14/2021
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,40325.00,12/29/2021
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,505.58,5/20/2021
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,23740.25,12/8/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,2604.00,10/28/2021
BURKE BURNS & PINELLI LTD.,LEGAL COSTS,114.00,10/7/2021
PEOPLES GAS,UTILITIES EXPENSE,6416.76,11/15/2021
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,667.02,12/30/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,3041.45,10/20/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,427.56,5/31/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,15355.26,6/10/2021
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,640.10,6/30/2021
TKG & ASSOCIATES L.L.C,CONSULTING,7500.00,4/28/2021
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,503.10,4/7/2021
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,32.50,10/7/2021
Donald Gismondi,CONSULTING,14808.80,7/8/2021
PNC BANK,TRAVEL & MEETING EXPENSE,939.00,7/15/2021
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22429.74,8/18/2021
"THOMPSON COBURN, LLC",LEGAL COSTS,6431.00,1/18/2021
CENTER OF BRAIN AND SPINE SURGERY,ADMINISTRATION & HR,600.00,10/28/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,1674.00,8/19/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,11/18/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,1363.00,11/22/2021
SUNBELT RENTALS INC,CONTRACTUAL SERVICES,1468.70,4/8/2021
PNC BANK,MAINTENANCE & REPAIRS,959.55,2/16/2021
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,9581.43,8/30/2021
COZEN O'CONNOR PUBLIC STRATEGIES,CONTRACTUAL SERVICES,6000.00,10/7/2021
"PROMPT ELECTRIC, INC.",DIRECT PURCHASES,3589.50,11/1/2021
"HINSHAW & CULBERTSON, LLP",LEGAL COSTS,737.50,4/15/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,60.00,6/10/2021
System4 Chicago,MAINTENANCE & REPAIRS,6794.50,3/15/2021
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,6000.00,7/2/2021
SOCIETY FOR HUMAN RESOURCE MGMT,GENERAL EXPENSES,219.00,9/23/2021
GIRO INC.,MAINTENANCE & REPAIRS,72727.00,4/27/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,19360.00,2/10/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,1125.00,5/26/2021
"PREMIER STAFFING SOURCE, INC.",CONSULTING,2160.00,8/23/2021
BALOUGH LAW OFFICES LLC,LEGAL COSTS,1405.25,1/28/2021
COMMONWEALTH EDISON.,UTILITIES EXPENSE,284974.16,2/15/2021
"WISS, JANNEY, ELSTNER  ASSOCIATES, INC.",CONSULTING,1240.00,8/25/2021
"*DatamanUSA, LLC",TECHNOLOGY SERVICES,2800.00,7/2/2021
ERIE FAMILY HEALTH CENTER,ADMINISTRATION & HR,500.00,7/22/2021
STAPLES ADVANTAGE,DIRECT PURCHASES,26228.91,8/25/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,6684.72,2/4/2021
CINTAS CORPORATION,CONTRACTUAL SERVICES,23.68,7/7/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,3/10/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,3232.29,5/3/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,16271.70,2/1/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,47158.24,6/28/2021
MAGNA LEGAL SERVICES,LEGAL COSTS,2077.74,5/20/2021
"RI-DEL MFG, INC",DIRECT PURCHASES,28160.24,10/14/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,31988.61,2/1/2021
Wensco,ADVERTISING & PROMOTION,761.54,4/22/2021
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,1424.00,12/27/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,10440.46,4/1/2021
CITY CAREER FAIR,ADVERTISING & PROMOTION,895.00,2/18/2021
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,28.80,11/17/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1155.65,12/27/2021
ZUBER LAWLER LLP,LEGAL COSTS,6771.90,12/7/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,1806.61,2/25/2021
*H and D Landscaping and Tree Removal LLC,CONTRACTUAL SERVICES,2571.68,12/7/2021
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,770.00,3/25/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,2037.86,2/22/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,5330.06,6/3/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/12/2021
"MYERS SERVICE, INC.",LEGAL COSTS,644.00,3/18/2021
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,1691.04,4/1/2021
AT & T CORP,CONTRACTUAL SERVICES,206728.14,2/11/2021
CENTRO CASTILLO FOR PERSONAL AND FAMILY WELLBEING,ADMINISTRATION & HR,200.00,2/25/2021
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,381.50,12/23/2021
CINTAS CORPORATION,DIRECT PURCHASES,28.90,8/18/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,1010.44,10/6/2021
"*DatamanUSA, LLC",CONTRACTUAL SERVICES,5688.00,1/21/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,1183.27,7/15/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,89.75,3/17/2021
PNC BANK,EQUIPMENT RENTAL,238.29,9/15/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,930.00,5/13/2021
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,514.00,9/1/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,427.56,6/16/2021
"*TONERVISION, INC.",TECHNOLOGY SERVICES,795.00,5/12/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,265051.19,2/18/2021
MID-WEST SIGN SUPPLY CO,MAINTENANCE & REPAIRS,862.00,6/2/2021
COMMONWEALTH EDISON.,UTILITIES EXPENSE,355100.78,5/12/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,17891.00,7/28/2021
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,13992.81,9/13/2021
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,524.99,11/3/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,641.34,4/26/2021
"WISCO, INC.",DIRECT PURCHASES,36.96,4/22/2021
VILLAGE OF WILMETTE,UTILITIES EXPENSE,1040.71,10/28/2021
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,18.32,4/22/2021
