VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6270.04,10/17/2019
"CRANE 1 SERVICES, INC.",MAINTENANCE & REPAIRS,1180.00,10/17/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3462.00,3/4/2019
"ADR SYSTEMS OF AMERICA, LLC",CONTRACTUAL SERVICES,1800.00,3/19/2019
ADVANCED SPINE AND PAIN SPECIALISTS,ADMINISTRATION & HR,750.00,6/6/2019
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,12869.44,6/28/2019
"KATHLEEN M. FENNELL, RMR, FCRR",LEGAL COSTS,29.10,8/7/2019
AT & T CORP,UTILITIES EXPENSE,7394.70,9/10/2019
TOASTMASTERS INTERNATIONAL,GENERAL EXPENSES,50.00,10/9/2019
VILLAGE OF RIVER FOREST,GENERAL EXPENSES,100.00,11/15/2019
ADVOCATE COURT REPORTERS LLC,LEGAL COSTS,192.80,1/4/2019
CDW GOVERNMENT LLC,CONTRACTUAL SERVICES,1852.60,2/27/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1250.90,4/4/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,174.00,4/18/2019
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,1422.50,5/14/2019
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",ADVERTISING & PROMOTION,1155.88,6/11/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,30.00,7/16/2019
*MARTIN-BRAACK PARTNERS,CONTRACTUAL SERVICES,3840.00,10/18/2019
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,937.74,11/20/2019
"*URLAUB, BOWEN & ASSOCIATES, INC.",LEGAL COSTS,51.95,11/12/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,488.95,11/27/2019
"*FYI & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,20537.42,1/4/2019
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,995.00,2/13/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,774.94,2/22/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,481204.95,2/15/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,483.17,3/4/2019
"ZIPCAR, INC.",EQUIPMENT RENTAL,3420.74,3/1/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,498937.99,3/8/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,1397.42,3/28/2019
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,1460.00,4/2/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,60530.65,4/8/2019
CITY OF BURBANK,GENERAL EXPENSES,100.00,4/17/2019
*INSPIRED CATERING & EVENTS,GENERAL EXPENSES,378.00,4/17/2019
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,2605.64,4/23/2019
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,225.00,4/26/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3303.08,6/11/2019
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,301.00,5/22/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,15840.67,7/2/2019
"*ANZY SUPPLY, INC.",DIRECT PURCHASES,717.64,7/2/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3031.70,7/25/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2010.00,8/6/2019
"BUCHANAN REPORTING, INC",LEGAL COSTS,133.20,8/9/2019
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,510.00,8/9/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,50284.28,9/6/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,3176.48,8/27/2019
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,6660.00,11/1/2019
APOLLO VIDEO TECHNOLOGY,FINANCIAL & TREAS SVCS,80369.27,9/20/2019
"WORLD FUEL SERVICES, INC.",DIRECT PURCHASES,54359.23,10/30/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,10830.24,10/30/2019
PACER SERVICE CENTER,GENERAL EXPENSES,294.90,12/3/2019
PNC BANK,TRAVEL & MEETING EXPENSE,5113.07,10/17/2019
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,156585.09,10/22/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1918.41,10/31/2019
MICHAEL BEST & FRIEDRICH-CHGO,CONSULTING,1067.22,11/1/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,19625.82,11/26/2019
"WORLD FUEL SERVICES, INC.",DIRECT PURCHASES,195103.32,11/27/2019
AGAE / PRO FENCE JOINT VENTURE,MAINTENANCE & REPAIRS,48170.50,11/22/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,1130.95,11/27/2019
CINTAS CORPORATION,DIRECT PURCHASES,166.56,12/27/2019
"Legalink, Inc. d/b/a Epiq Court Reporting",LEGAL COSTS,1397.60,2/1/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1676.31,2/21/2019
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,3/21/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,2501.75,4/30/2019
"BHFX, LLC",MAINTENANCE & REPAIRS,945.00,4/30/2019
CLAREMONT LLC,CONTRACTUAL SERVICES,2446.00,5/24/2019
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,35411.56,6/19/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,53.50,6/10/2019
ADVOCATE HEALTH & HOSPITAL,ADMINISTRATION & HR,750.00,7/23/2019
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,149.50,8/8/2019
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,2821.00,8/20/2019
"PREMIER STAFFING SOURCE, INC.",GENERAL EXPENSES,9403.58,9/3/2019
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,7611.68,8/29/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,393.36,9/25/2019
HOUSE OF RENTAL,TRAVEL & MEETING EXPENSE,20192.00,9/17/2019
ORR SAFETY CORPORATION,DIRECT PURCHASES,873.22,9/27/2019
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6270.04,11/21/2019
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,73482.27,11/6/2019
JACKSON LEWIS PC,LEGAL COSTS,1232.00,12/27/2019
GENUINE PARTS COMPANY (NAPA),CONSULTING,53225.62,1/18/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,143.96,3/8/2019
ACCOUNTING PRINCIPALS INC,CONTRACTUAL SERVICES,2440.00,4/12/2019
DYNEGY ENERGY SERVICES,UTILITIES EXPENSE,135169.96,5/14/2019
VERITEXT CHICAGO REPORTING CO.,LEGAL COSTS,392.20,5/9/2019
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,777.25,5/29/2019
"VERIZON WIRELESS, INC.",UTILITIES EXPENSE,206338.06,7/9/2019
CLAREMONT LLC,CONTRACTUAL SERVICES,740.00,8/22/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,14350.00,8/13/2019
COMPUTER AID INC,TECHNOLOGY SERVICES,511293.93,8/29/2019
AMANDA WILLIAMS,MAINTENANCE & REPAIRS,25000.00,9/24/2019
MCGILL CONSTRUCTION CO LLC,MAINTENANCE & REPAIRS,46646.00,9/6/2019
"ALPINA MANUFACTURING, LLC",ADVERTISING & PROMOTION,3190.00,9/18/2019
GENE MICHAEL PRODUCTIONS INC,ADVERTISING & PROMOTION,1000.00,9/13/2019
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,225.00,12/13/2019
"ICE MILLER, LLP",LEGAL COSTS,2500.00,1/10/2019
JACKSON LEWIS PC,LEGAL COSTS,84.00,4/29/2019
BENJAMIN GOLDBERG MD,ADMINISTRATION & HR,250.00,4/30/2019
JULIE WEHNER MD,ADMINISTRATION & HR,1600.00,6/13/2019
CINTAS CORPORATION,CONTRACTUAL SERVICES,5590.80,8/13/2019
APRIL BRADLEY,LEGAL COSTS,75.00,2/22/2019
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,830.20,5/23/2019
*NAK-MAN CORPORATION,DIRECT PURCHASES,6260.20,8/22/2019
CAIRS,GENERAL EXPENSES,1197.50,9/19/2019
AMERICAN CALIBRATION INC.,MAINTENANCE & REPAIRS,147.00,12/10/2019
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,960.00,4/2/2019
PEOPLES GAS,UTILITIES EXPENSE,72411.93,5/2/2019
STEPHEN L HAYFORD J.D.,LEGAL COSTS,3873.50,6/11/2019
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,899.33,8/9/2019
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,70594.92,8/16/2019
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,272243.16,9/27/2019
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,136.50,12/13/2019
SECRETARY OF STATE,LEGAL COSTS,5.00,11/19/2019
EVANSTON PODIATRIC SURGEONS,ADMINISTRATION & HR,750.00,1/31/2019
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,10491.00,1/31/2019
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,4671.00,1/31/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,286.40,3/18/2019
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,5645.73,5/17/2019
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,48093.28,6/4/2019
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,94.50,9/20/2019
"MC KENZIE REPAIR, INC.",DIRECT PURCHASES,2975.00,10/22/2019
TOWN OF CICERO,UTILITIES EXPENSE,1887.52,10/17/2019
TRANSPORTATION LEARNING CENTER,CONSULTING,15000.00,1/24/2019
CIOX HEALTH,ADMINISTRATION & HR,60.06,4/9/2019
ROYAL REPORTING SERVICES,LEGAL COSTS,219.97,5/2/2019
CONSTRUCTION SPECIFICATIONS INSTITUTE,GENERAL EXPENSES,420.00,5/28/2019
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,387649.39,6/20/2019
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,1000.00,6/21/2019
"CHICAGO UNITED INDUSTRIES, LTD.",EQUIPMENT RENTAL,1280.00,7/15/2019
*INSPIRED CATERING & EVENTS,TRAVEL & MEETING EXPENSE,319.00,7/17/2019
"THE BANK OF NEW YORK MELLON TRUST COMPANY, N.A.",FINANCIAL & TREAS SVCS,5000.00,8/1/2019
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,112129.95,10/4/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,45092.92,1/18/2019
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,219.09,2/5/2019
ROBIN ROEVER,CONTRACTUAL SERVICES,2688.00,1/24/2019
*INSPIRED CATERING & EVENTS,GENERAL EXPENSES,1312.25,1/29/2019
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1918.65,2/1/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,22702.98,3/19/2019
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,15239.24,3/7/2019
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,59244.75,3/12/2019
"VERTEX, INC.",MAINTENANCE & REPAIRS,21819.00,3/13/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,739527.42,3/29/2019
"CRANE 1 SERVICES, INC.",MAINTENANCE & REPAIRS,2695.98,6/7/2019
"ZIPCAR, INC.",EQUIPMENT RENTAL,596.31,4/12/2019
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1669075.60,5/13/2019
UNITED PARCEL SERVICE,GENERAL EXPENSES,126.82,5/23/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,1789.89,7/1/2019
APOLLO VIDEO TECHNOLOGY,FINANCIAL & TREAS SVCS,153.00,6/19/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,32717.33,7/22/2019
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,7/5/2019
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,261.02,7/31/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,43.40,8/2/2019
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,14322.46,8/16/2019
CINTAS CORPORATION,CONTRACTUAL SERVICES,35346.14,9/9/2019
"OER SERVICES, LLC",EQUIPMENT RENTAL,1540.00,9/18/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,35539.64,11/20/2019
CINTAS CORPORATION,DIRECT PURCHASES,812.16,9/26/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2963.41,10/22/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,33798.92,11/12/2019
APOLLO VIDEO TECHNOLOGY,FINANCIAL & TREAS SVCS,983.00,10/30/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1035.00,11/7/2019
INTERTEK USA INC.,CONTRACTUAL SERVICES,6680.00,12/2/2019
PEOPLES GAS,UTILITIES EXPENSE,43852.04,11/27/2019
COMPUTER AID INC,TECHNOLOGY SERVICES,437578.08,11/19/2019
PNC BANK,TRAVEL & MEETING EXPENSE,2720.19,11/19/2019
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,6744.55,2/28/2019
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,279.00,3/11/2019
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,12000.00,5/6/2019
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,48.32,5/24/2019
GROUPE SHAREGATE INC.,MAINTENANCE & REPAIRS,6995.00,5/31/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,340.99,6/14/2019
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,244.50,6/17/2019
COOK COUNTY SHERIFF DEPARTMENT,MAINTENANCE & REPAIRS,35825.97,9/27/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,500.00,10/1/2019
APOLLO VIDEO TECHNOLOGY,FINANCIAL & TREAS SVCS,79857.77,10/29/2019
CENTRAL ILLINOIS NEURO HEALTH SCIENCES LTD,ADMINISTRATION & HR,750.00,1/18/2019
SUMMIT POLICE DEPT,LEGAL COSTS,5.00,1/22/2019
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,17922.00,5/2/2019
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,6/20/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,369.58,7/15/2019
UNIVERSITY OF WISCONSIN- MADISON,TRAVEL & MEETING EXPENSE,1495.00,9/5/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,55.65,11/1/2019
CINTAS CORPORATION,CONTRACTUAL SERVICES,7462.90,12/4/2019
LESLIE BOYD,CREDITS,50.00,1/31/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,94.41,3/13/2019
"SVANACO, INC.",TECHNOLOGY SERVICES,55950.00,3/26/2019
CITY OF EVANSTON,UTILITIES EXPENSE,2861.17,4/11/2019
*SHAMROCK CATERING INC.,GENERAL EXPENSES,549.30,6/14/2019
POHLMAN REPORTING COMPANY LLC,LEGAL COSTS,156.10,6/20/2019
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,223.30,6/27/2019
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,147.50,8/7/2019
"WISCO, INC.",DIRECT PURCHASES,15.50,8/28/2019
"MATTHEW VASEY, APN",ADMINISTRATION & HR,400.00,9/13/2019
*INSPIRED CATERING & EVENTS,GENERAL EXPENSES,416.50,1/3/2019
POLITICO PRO,GENERAL EXPENSES,4614.00,1/8/2019
MARIE L ROGERS,LEGAL COSTS,75.00,3/19/2019
JACKSON LEWIS PC,LEGAL COSTS,1904.00,3/26/2019
TOWN OF CICERO,UTILITIES EXPENSE,456.18,3/27/2019
"LUMINATOR MASS TRANSIT, LLC",MAINTENANCE & REPAIRS,22750.00,5/28/2019
GENUINE PARTS COMPANY (NAPA),MATERIAL LOAD/ADJ,534.81,7/5/2019
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,1061.28,7/5/2019
"T-MOBILE USA, INC.",UTILITIES EXPENSE,333.54,11/21/2019
"OER SERVICES, LLC",EQUIPMENT RENTAL,1344.00,10/25/2019
TOWN OF CICERO,UTILITIES EXPENSE,73.50,3/6/2019
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,20234.19,4/26/2019
ANDERSON COVERAGE GROUP LLC,LEGAL COSTS,914.50,6/25/2019
ROHONDA DORSEY,LEGAL COSTS,75.00,8/16/2019
"GMI, LLC",CONSULTING,1010.00,9/18/2019
JACKSON LEWIS PC,LEGAL COSTS,3864.00,11/7/2019
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,19333.80,1/24/2019
NEUROLOGICAL SURGERY & SPINE SURGERY,ADMINISTRATION & HR,750.00,2/8/2019
"SNOW SYSTEMS, INC",MAINTENANCE & REPAIRS,3870.00,4/16/2019
LEXITAS,LEGAL COSTS,289.50,4/16/2019
CICERO POLICE DEPT.,LEGAL COSTS,5.00,5/9/2019
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,97306.96,7/17/2019
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,588.00,8/21/2019
GOLD COAST ORTHOPAEDIC AND SPINE SURGERY,ADMINISTRATION & HR,187.50,8/1/2019
"WINKLER'S TREE SERVICE, INC.",MAINTENANCE & REPAIRS,6000.00,8/27/2019
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1182.98,10/9/2019
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,759.50,10/24/2019
"LANER, MUCHIN, DOMBROW, BECKER,",FINANCIAL & TREAS SVCS,292.30,11/4/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,75.89,12/20/2019
INTERNAL REVENUE SERVICE,GENERAL EXPENSES,41080.00,11/13/2019
"PROTANIC, INC.",MAINTENANCE & REPAIRS,1265.00,1/17/2019
"PROTANIC, INC.",MAINTENANCE & REPAIRS,3565.00,1/18/2019
STAPLES ADVANTAGE,DIRECT PURCHASES,1335.53,1/22/2019
ZULKIE PARTNERS LLC,LEGAL COSTS,440.00,1/25/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,700.00,2/5/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,18895.76,3/1/2019
CINTAS CORPORATION,DIRECT PURCHASES,1269.28,2/12/2019
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1357.40,2/19/2019
UNITED PARCEL SERVICE,GENERAL EXPENSES,195.23,2/25/2019
"BHFX, LLC",MAINTENANCE & REPAIRS,945.00,3/5/2019
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,11494.00,3/7/2019
"ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1043.72,3/29/2019
BENTLEY SYSTEMS INC,TECHNOLOGY SERVICES,4393.38,4/18/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,251.30,4/23/2019
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,201.23,5/8/2019
"WISCO, INC.",MAINTENANCE & REPAIRS,1920.98,5/1/2019
"HIGH PSI, LTD.",MAINTENANCE & REPAIRS,704.41,5/29/2019
STAPLES ADVANTAGE,DIRECT PURCHASES,37047.31,5/6/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,33206.72,6/28/2019
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,4069.31,6/12/2019
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,12000.00,9/4/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,2058.28,8/23/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,103.75,9/4/2019
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,32752.79,9/4/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,7655.00,10/1/2019
CINTAS CORPORATION,CONTRACTUAL SERVICES,33380.80,11/4/2019
"QUEST DIAGNOSTICS, INC,",ADMINISTRATION & HR,124210.40,11/12/2019
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,53107.12,11/27/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,67406.12,12/20/2019
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,67.04,1/2/2019
"DASPIN & AUMENT, LLP",LEGAL COSTS,432.00,1/3/2019
"MESIROW FINANCIAL, INC.",CONTRACTUAL SERVICES,99400.00,1/14/2019
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3170.93,5/9/2019
"MAYER, BROWN, ROWE & MAW",LEGAL COSTS,15000.00,4/18/2019
SDI PRESENCE LLC,TECHNOLOGY SERVICES,292775.00,5/13/2019
CITY OF EVANSTON,UTILITIES EXPENSE,2746.29,6/4/2019
"PREMIER STAFFING SOURCE, INC.",GENERAL EXPENSES,7573.03,7/2/2019
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1525.00,7/2/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,796.20,7/31/2019
"THE MCS GROUP, INC.",ADMINISTRATION & HR,98.50,8/6/2019
CINTAS CORPORATION,DIRECT PURCHASES,104.10,9/11/2019
ROCKFORD ORTHOPEDIC ASSOCIATES LTD,ADMINISTRATION & HR,750.00,10/2/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,800.00,10/9/2019
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,126923.24,12/11/2019
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,625.00,1/24/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,97.69,3/14/2019
*M. WELLS PRINTING COMPANY,ADVERTISING & PROMOTION,9300.00,5/17/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,5041.00,5/29/2019
FABIAN CAIN,LEGAL COSTS,75.00,8/2/2019
MCGILL CONSTRUCTION CO LLC,MAINTENANCE & REPAIRS,71364.00,10/25/2019
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,11/15/2019
PREMESH MALAPATI M.D.,ADMINISTRATION & HR,500.00,5/3/2019
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,333284.01,6/6/2019
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1074.76,7/12/2019
SPIDEROAK INC,DIRECT PURCHASES,1000.00,10/3/2019
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,100.00,11/8/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,2784.55,5/8/2019
"SAMUEL CHMELL, M.D.",ADMINISTRATION & HR,250.00,3/6/2019
OAK PARK POLICE DEPT,LEGAL COSTS,5.00,3/7/2019
"MESIROW INSURANCE SERVICES, INC.",GENERAL EXPENSES,100.00,4/11/2019
ZIONS BANK,GENERAL EXPENSES,1751980.61,5/24/2019
"*WILEY'S LAWN CARE, LLC",MAINTENANCE & REPAIRS,12760.00,6/12/2019
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,6/20/2019
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,8307.24,7/12/2019
NORTHSHORE SLEEP MEDICINE S.C.,ADMINISTRATION & HR,300.00,7/5/2019
PASZKIEWICZ COURT REPORTING,LEGAL COSTS,252.50,7/16/2019
EXHIBIT 5,LEGAL COSTS,221.20,10/23/2019
YOURMEMBERSHIP.COM INC,ADVERTISING & PROMOTION,499.00,11/22/2019
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,784.19,4/4/2019
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,6.50,8/9/2019
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,505.58,9/6/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,101.40,9/20/2019
"AMERESCO, INC.",CONSULTING,14730.00,12/30/2019
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,8978.88,3/29/2019
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,4/22/2019
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,1495.36,6/20/2019
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,4124.88,10/7/2019
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,6000.00,10/22/2019
"CRANE 1 SERVICES, INC.",MAINTENANCE & REPAIRS,737.50,10/28/2019
"ZIPCAR, INC.",EQUIPMENT RENTAL,1105.00,9/27/2019
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,3000.00,10/7/2019
SKOKIE POLICE DEPARTMENT,LEGAL COSTS,5.00,10/17/2019
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,6000.00,10/30/2019
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10233.33,1/15/2019
"RADICOM, INC.",MAINTENANCE & REPAIRS,9075.00,1/17/2019
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,18751.55,2/7/2019
CUMMINS INC.,MAINTENANCE & REPAIRS,3281.57,1/25/2019
STAPLES ADVANTAGE,DIRECT PURCHASES,184.67,2/19/2019
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,10764.77,4/17/2019
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3645.00,4/12/2019
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,403.26,3/29/2019
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,724.00,4/4/2019
