VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,33210.24,8/30/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,1755.02,8/30/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,5678,8/30/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Rail Stations,1731.45,8/30/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,5136.6,9/4/2018
GENUINE PARTS COMPANY (NAPA),Capital Projects,50,9/5/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,6795.75,9/5/2018
GENUINE PARTS COMPANY (NAPA),Equipment Purchases,920.78,9/5/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,4931.36,9/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,4468.28,9/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,2936.87,9/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Structures,32104.76,9/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,10178.41,9/5/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,141880.26,9/6/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,19.15,9/6/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,46001.48,9/6/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,41327.73,9/6/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,16619.88,9/6/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,16578.27,9/6/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,4536.56,9/7/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,5313.25,9/7/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,272.66,9/7/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Structures,2341.75,9/7/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,760.4,9/10/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,3871.9,9/10/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,3070,9/11/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,2162.37,9/11/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,1565.69,9/11/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,78321.67,9/12/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,115.4,9/13/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,3315,9/13/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,14715.91,9/13/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,37115.89,9/13/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,6087.52,9/13/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,319.9,9/13/2018
GENUINE PARTS COMPANY (NAPA),Manufacture Parts for Stock,1784.46,9/13/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Air Conditioning Units,4597.54,9/13/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Body Units,104.72,9/13/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,3388.82,9/13/2018
GENUINE PARTS COMPANY (NAPA),Repair Non-Revenue Equipment,4082.12,9/13/2018
GENUINE PARTS COMPANY (NAPA),Revenue Vehicle General Servicing,1989,9/13/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,372.26,9/14/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,2564.94,9/17/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,11868.54,9/17/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,1003.96,9/17/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Body Units,1030.2,9/17/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Chassis Units,538.93,9/17/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,3026.2,9/17/2018
GENUINE PARTS COMPANY (NAPA),Repair Non-Revenue Equipment,866.19,9/17/2018
GENUINE PARTS COMPANY (NAPA),Repair/Repaint Body,197.4,9/17/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,1910.16,9/18/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,5014.92,9/18/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,106.12,9/18/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,9232.48,9/18/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,6012.59,9/19/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,1260.25,9/19/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,241.42,9/20/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,30910.8,9/20/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,2311.62,9/20/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,397.6,9/20/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,9897.5,9/21/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,8016.63,9/21/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,37994.26,9/21/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,494.39,9/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,348.77,9/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,10076.08,9/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,438.61,9/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Rail Stations,526.14,9/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,103.94,9/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,1528,9/21/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,112.35,9/25/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,1372.38,9/25/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,21865.59,9/25/2018
GENUINE PARTS COMPANY (NAPA),Quality Assurance,3042.33,9/25/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,8671.87,9/26/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,686.48,9/26/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,13097.7,9/26/2018
GENUINE PARTS COMPANY (NAPA),Engineering,113.63,9/27/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,48472.2,9/27/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,11915.41,9/27/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,15916.88,9/27/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,2253.57,9/27/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Rail Stations,4263.78,9/27/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,23883.7,9/27/2018
GENUINE PARTS COMPANY (NAPA),Steel Fabrication,2819.68,9/27/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,4293.55,9/28/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,1881,9/28/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,16201.95,10/1/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,2244.42,10/1/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,221.46,10/1/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Structures,5129.72,10/1/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,28257.46,10/2/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,8478.28,10/3/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,4709.84,10/3/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,2257.19,10/5/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,751.03,10/5/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,13260,10/5/2018
GENUINE PARTS COMPANY (NAPA),Equipment Purchases,55254.8,10/5/2018
GENUINE PARTS COMPANY (NAPA),Field Work,21.66,10/5/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,3169.24,10/5/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,6487.23,10/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,5987.69,10/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,6968.9,10/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,968.6,10/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,316.15,10/5/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,751.6,10/5/2018
GENUINE PARTS COMPANY (NAPA),Repair/Repaint Body,2055.46,10/5/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,50.82,10/9/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,327.6,10/9/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,711.9,10/9/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Rail Stations,695.2,10/9/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,150987.79,10/10/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,81.9,10/10/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,1605.08,10/10/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,1946.56,10/10/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,1368.27,10/10/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,9016.95,10/10/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,2404.48,10/10/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Structures,10625.62,10/10/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,5157.3,10/10/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,245.45,10/10/2018
GENUINE PARTS COMPANY (NAPA),Repair/Repaint Body,3452.6,10/10/2018
GENUINE PARTS COMPANY (NAPA),Applications Support,2483.75,10/11/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,78.73,10/11/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,16340,10/11/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,3974.13,10/11/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,1972.5,10/11/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Rail Stations,1086.75,10/11/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,261.45,10/11/2018
GENUINE PARTS COMPANY (NAPA),Steel Fabrication,4267,10/11/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,643.49,10/15/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,35496.88,10/15/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Body Units,1141.4,10/15/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Engines/Motors & Accessories,2436.88,10/15/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,547.36,10/15/2018
GENUINE PARTS COMPANY (NAPA),Repair Non-Revenue Equipment,17883.73,10/15/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,22.81,10/16/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,9226.75,10/16/2018
GENUINE PARTS COMPANY (NAPA),Engineering,6263.51,10/16/2018
GENUINE PARTS COMPANY (NAPA),"Facilities Operating Expenses (Rent,Utilities,etc)",418.16,10/16/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,695.98,10/16/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,3175.8,10/16/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,163.05,10/16/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,3234.18,10/16/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,755.79,10/16/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,1428.39,10/16/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,967.5,10/16/2018
GENUINE PARTS COMPANY (NAPA),Repair Non-Revenue Equipment,543.58,10/16/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,34.13,10/17/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,60763.68,10/17/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,21757.71,10/18/2018
GENUINE PARTS COMPANY (NAPA),Engineering,104.95,10/18/2018
GENUINE PARTS COMPANY (NAPA),Equipment Purchases,201034,10/18/2018
GENUINE PARTS COMPANY (NAPA),"Facilities Operating Expenses (Rent,Utilities,etc)",710.58,10/18/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,282.75,10/18/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,20506.34,10/18/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,13832.52,10/18/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,100662.7,10/18/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,5062.29,10/18/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Structures,7002.3,10/19/2018
GENUINE PARTS COMPANY (NAPA),Field Work,40.78,10/22/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,2067.87,10/22/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,429.7,10/23/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,3244.59,10/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,10830.2,10/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,4409.26,10/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,30404.25,10/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,553.64,10/23/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Air Conditioning Units,112.05,10/23/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Body Units,871.98,10/23/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,84.78,10/23/2018
GENUINE PARTS COMPANY (NAPA),Repair Non-Revenue Equipment,4003.92,10/23/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,560.59,10/24/2018
GENUINE PARTS COMPANY (NAPA),Field Work,105.88,10/24/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,2480.6,10/24/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,3723.07,10/24/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,8249.2,10/24/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,372.2,10/24/2018
GENUINE PARTS COMPANY (NAPA),Wheel Truing,217.31,10/24/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,1887.54,10/25/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,303.71,10/25/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,2210,10/25/2018
GENUINE PARTS COMPANY (NAPA),"Facilities Operating Expenses (Rent,Utilities,etc)",231,10/25/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,415.24,10/25/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,3818.86,10/25/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,2720.99,10/25/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,50221.16,10/25/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,1498.78,10/25/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,16668.55,10/25/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,215.4,10/25/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,13674.62,10/25/2018
GENUINE PARTS COMPANY (NAPA),Professional / Technical,989.65,10/25/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Body Units,1200.91,10/25/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,58.49,10/25/2018
GENUINE PARTS COMPANY (NAPA),Repair Non-Revenue Equipment,8429.69,10/25/2018
GENUINE PARTS COMPANY (NAPA),Applications Support,1444.8,10/31/2018
GENUINE PARTS COMPANY (NAPA),Engineering,98.68,10/31/2018
GENUINE PARTS COMPANY (NAPA),"Facilities Operating Expenses (Rent,Utilities,etc)",524.43,10/31/2018
GENUINE PARTS COMPANY (NAPA),Inventory Price Adjustments-Invoice Price Adj,180.58,10/31/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,14506.69,10/31/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,1507.32,10/31/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,33090.75,10/31/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,460.8,10/31/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,4516.7,11/1/2018
GENUINE PARTS COMPANY (NAPA),Equipment Purchases,38007.5,11/1/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,2311.54,11/1/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,7122.42,11/1/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,7747.59,11/1/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,2351.3,11/1/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,34371.03,11/1/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,648.88,11/5/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,152600.77,11/8/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,2467.93,11/8/2018
GENUINE PARTS COMPANY (NAPA),"Facilities Operating Expenses (Rent,Utilities,etc)",553.1,11/8/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,3283.8,11/8/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,6173.06,11/8/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,18509.79,11/8/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,12114.71,11/8/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,18702,11/8/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,273.6,11/8/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Body Units,71.4,11/8/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,944.85,11/8/2018
GENUINE PARTS COMPANY (NAPA),Repair Non-Revenue Equipment,3456.38,11/8/2018
GENUINE PARTS COMPANY (NAPA),"Facilities Operating Expenses (Rent,Utilities,etc)",8253.88,11/13/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,589.11,11/13/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,7007.6,11/13/2018
GENUINE PARTS COMPANY (NAPA),Repair Propulsion,39188.1,11/13/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,10311.73,11/14/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,93.7,11/14/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,6744.92,11/14/2018
GENUINE PARTS COMPANY (NAPA),Couriers,57.78,11/14/2018
GENUINE PARTS COMPANY (NAPA),Engineering Modifications,10.88,11/14/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,8891.26,11/14/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,4515.64,11/14/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,2265.03,11/14/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,6552.23,11/14/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,2623.5,11/14/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,648.16,11/14/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,4166.4,11/14/2018
GENUINE PARTS COMPANY (NAPA),Management,1999.47,11/14/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,806.53,11/14/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,2210,11/15/2018
GENUINE PARTS COMPANY (NAPA),Engineering Modifications,111.28,11/15/2018
GENUINE PARTS COMPANY (NAPA),Field Work,228.38,11/15/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,2586.14,11/15/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,76865.35,11/15/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,1782.67,11/15/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,6971.49,11/15/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,1386.39,11/15/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,136.46,11/15/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Fare Collection Equip - Bus,858.11,11/15/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Rail Stations,274.4,11/15/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,3502.06,11/15/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,153.26,11/15/2018
GENUINE PARTS COMPANY (NAPA),Steel Fabrication,96.24,11/15/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,4420,11/20/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,3585.02,11/20/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,2504.25,11/20/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,9564.36,11/20/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,18130.78,11/20/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,2897.84,11/21/2018
GENUINE PARTS COMPANY (NAPA),Cleaning Revenue Vehicle Exteriors,3315,11/21/2018
GENUINE PARTS COMPANY (NAPA),"Facilities Operating Expenses (Rent,Utilities,etc)",271.32,11/21/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,7351.9,11/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,13474.07,11/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,4807.14,11/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,64364.82,11/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,895.25,11/21/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,2396,11/21/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,77.3,11/21/2018
GENUINE PARTS COMPANY (NAPA),Steel Fabrication,22.9,11/21/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,4043.4,11/23/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,24350,11/23/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,51.99,11/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,38310.79,11/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,5375.68,11/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,3993.25,11/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,2125,11/23/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway-Electrical,2276.08,11/23/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,966.53,11/23/2018
GENUINE PARTS COMPANY (NAPA),Repair/Repaint Body,188.62,11/23/2018
GENUINE PARTS COMPANY (NAPA),BUS/RAIL ROADEO,4968.3,11/26/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,1455.05,11/26/2018
GENUINE PARTS COMPANY (NAPA),Manufacture Parts for Stock,694.86,11/26/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Engines/Motors & Accessories,2436.88,11/26/2018
GENUINE PARTS COMPANY (NAPA),Rebuild Propulsion Equipment,60.38,11/26/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,5813.44,11/26/2018
GENUINE PARTS COMPANY (NAPA),Repair Non-Revenue Equipment,2602.48,11/26/2018
GENUINE PARTS COMPANY (NAPA),Repair Wire/Cable Damage,4936.23,11/26/2018
GENUINE PARTS COMPANY (NAPA),Wheel Truing,1648.2,11/26/2018
GENUINE PARTS COMPANY (NAPA),Equipment Purchases,86735.8,11/27/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,7168.6,11/27/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,201.6,11/27/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Substations,2587.2,11/27/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,8669.46,11/28/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,345.09,11/28/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,1187.21,11/28/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,9131.6,11/28/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,10.24,11/28/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,14418,11/29/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,15655.98,11/29/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,2583.04,11/29/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Escalators,3488.71,11/29/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Track & Roadway,46194,11/29/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,278.48,11/30/2018
GENUINE PARTS COMPANY (NAPA),Repair CTA Mini Bus/Train,1593.92,11/30/2018
GENUINE PARTS COMPANY (NAPA),Inventory Price Adjustments-Invoice Price Adj,363.14,12/5/2018
GENUINE PARTS COMPANY (NAPA),Administrative Support,162555.08,12/6/2018
GENUINE PARTS COMPANY (NAPA),Engineering,617.28,12/6/2018
GENUINE PARTS COMPANY (NAPA),General Shop/Gar/Term Repairs & Svcs,12801.6,12/6/2018
GENUINE PARTS COMPANY (NAPA),Lubrication,1840.7,12/6/2018
GENUINE PARTS COMPANY (NAPA),Maintainance of Signal & Control Equipment,3903.43,12/6/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Buildings,5742.43,12/6/2018
GENUINE PARTS COMPANY (NAPA),Maintenance of Equipment,350.07,12/6/2018
