VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,10494.00,5/5/2020
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,296.30,3/12/2020
ZULKIE PARTNERS LLC,LEGAL COSTS,400.00,2/5/2020
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,15536.05,7/9/2020
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,376590.37,4/13/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,80379.02,7/1/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,1458.00,9/24/2020
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,1/29/2020
POSTAL PARTNERS,GENERAL EXPENSES,126.09,1/7/2020
LABOR ARBITRATION INSTITUTE,TRAVEL & MEETING EXPENSE,375.00,2/6/2020
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",GENERAL EXPENSES,97.68,2/6/2020
DYNEGY ENERGY SERVICES,UTILITIES EXPENSE,85591.91,6/3/2020
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,363538.77,5/7/2020
NOTARY PUBLIC ASSOCIATION,CONTRACTUAL SERVICES,54.00,3/12/2020
BRE RIVER NORTH POINT OWNER,FACILITY RENTAL,51838.14,1/14/2020
ELIZABETH A THOMAS,LEGAL COSTS,216.00,8/13/2020
"ESRI, INC.",MAINTENANCE & REPAIRS,12250.00,1/7/2020
"MOBILE MINI, INC",CONTRACTUAL SERVICES,330.00,10/29/2020
SHARED USE MOBILITY CENTER,TRAVEL & MEETING EXPENSE,1200.00,9/10/2020
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,52.80,1/17/2020
KONE SPARES,DIRECT PURCHASES,11.75,2/11/2020
ROBERT D GALIANO M.D,ADMINISTRATION & HR,750.00,8/13/2020
AGAE / PRO FENCE JOINT VENTURE,MAINTENANCE & REPAIRS,12063.05,4/23/2020
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,52.80,2/14/2020
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,41.62,7/16/2020
BRE RIVER NORTH POINT OWNER,FACILITY RENTAL,51838.14,2/25/2020
"MIDWEST ENVIRONMENTAL SALES CO., INC.",DIRECT PURCHASES,2060.00,3/12/2020
Konecranes,MAINTENANCE & REPAIRS,4619.61,10/8/2020
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,7.00,8/10/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,41316.85,4/22/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,552.82,7/1/2020
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,21506.19,7/6/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4655.16,12/9/2020
"MOBILE MINI, INC",EQUIPMENT RENTAL,1650.00,8/20/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3980.82,11/25/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,197658.11,2/10/2020
CITY OF HOMETOWN,GENERAL EXPENSES,200.00,1/14/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1782.27,1/2/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,60393.84,3/13/2020
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,193.78,1/28/2020
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,5471.82,8/17/2020
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,5230.00,6/4/2020
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,54105.17,11/9/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1017.78,3/30/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,1235.52,10/28/2020
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,172577.34,9/16/2020
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,106542.00,10/12/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,23925.17,6/24/2020
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,986.09,7/29/2020
GREATER ENGLEWOOD CDC,GENERAL EXPENSES,1500.00,12/24/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,19992.00,1/21/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,1274.98,5/20/2020
HOLLAND & KNIGHT LLP,LEGAL COSTS,11357.50,3/13/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,51.75,1/3/2020
HEGENSCHEIDT CORP.,MAINTENANCE & REPAIRS,2082.00,12/16/2020
CORPORATE CONCEPTS INC,DIRECT PURCHASES,6660.00,3/25/2020
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,366072.03,1/24/2020
"CRANE 1 SERVICES, INC.",MAINTENANCE & REPAIRS,10575.21,4/8/2020
HI WAY BAKERY,GENERAL EXPENSES,90.00,2/25/2020
JACKSON LEWIS PC,LEGAL COSTS,196.00,11/9/2020
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,65553.66,6/18/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,750.00,8/19/2020
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,5229.98,4/22/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,1194.58,9/21/2020
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,149.50,10/8/2020
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,212291.07,8/27/2020
ILLINOIS STATE POLICE.,LEGAL COSTS,5.00,12/10/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,4620.00,5/13/2020
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,12/31/2020
BURKE BURNS & PINELLI LTD.,CONTRACTUAL SERVICES,900.00,12/3/2020
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,139.68,3/11/2020
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,8331.40,3/25/2020
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,2183.00,3/17/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,25256.18,8/5/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,21727.56,9/2/2020
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,357.60,2/25/2020
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",ADVERTISING & PROMOTION,459.90,12/10/2020
ENO TRANSPORTATION FOUNDATION,CONTRACTUAL SERVICES,6000.00,2/14/2020
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,1944.00,10/28/2020
"*DatamanUSA, LLC",CONTRACTUAL SERVICES,3160.00,11/12/2020
PETER R. MEYERS,LEGAL COSTS,3601.65,2/11/2020
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,111882.47,5/11/2020
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,8416.25,9/16/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,20562.64,1/6/2020
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,14128.04,3/2/2020
AMANDA WILLIAMS,MAINTENANCE & REPAIRS,75000.00,1/29/2020
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,12215.00,8/26/2020
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,2670.00,10/29/2020
JACKSON LEWIS PC,LEGAL COSTS,1624.00,7/27/2020
89TH ST PROPERTIES LLC,FACILITY RENTAL,441.20,2/28/2020
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3119.90,9/24/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7004.13,4/15/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,56714.00,9/9/2020
"ULTRA-TECH ENTERPRISES, INC.",MAINTENANCE & REPAIRS,384.57,4/29/2020
"THE MCS GROUP, INC.",ADMINISTRATION & HR,5753.19,8/27/2020
"LUMINATOR MASS TRANSIT, LLC",MAINTENANCE & REPAIRS,29750.00,9/24/2020
ACCOUNTING PRINCIPALS INC,CONTRACTUAL SERVICES,1057.88,3/6/2020
"THE MCS GROUP, INC.",ADMINISTRATION & HR,126.78,5/21/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1785785.39,8/17/2020
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,15.42,2/4/2020
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,45937.14,1/15/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,68533.68,4/6/2020
WILLIAM E. BOBLICK M.D.,ADMINISTRATION & HR,250.00,12/10/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,38284.84,3/2/2020
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,18017.00,9/30/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,52660.15,2/18/2020
PNC BANK,TRAVEL & MEETING EXPENSE,4637.46,4/14/2020
"WISCO, INC.",DIRECT PURCHASES,36.00,8/20/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,20740.56,8/10/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,57897.93,7/29/2020
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,711.93,12/16/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,2559.27,1/21/2020
"MOBILE MINI, INC",EQUIPMENT RENTAL,3630.00,11/19/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3810.44,2/17/2020
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1707.98,12/16/2020
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,484204.20,6/1/2020
CITY OF HOMETOWN,GENERAL EXPENSES,100.00,8/6/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,370.00,1/7/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,965.27,7/22/2020
BUILDERS CHICAGO CORPORATION,MAINTENANCE & REPAIRS,8408.40,2/6/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,56.25,1/22/2020
"PHAMATECH, INC.",ADMINISTRATION & HR,13165.00,8/27/2020
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,991.25,1/3/2020
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,16933.53,4/30/2020
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,16185.80,10/29/2020
CZECHMATE LUMBER CORPORATION,DIRECT PURCHASES,15861.76,6/24/2020
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,134373.90,3/5/2020
RUSSO POWER EQUIPMENT,DIRECT PURCHASES,83.32,8/20/2020
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,3519.00,1/28/2020
H.R. SLATER COMPANY,MAINTENANCE & REPAIRS,6888.00,4/15/2020
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,883.91,3/30/2020
ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,CONTRACTUAL SERVICES,235.00,2/7/2020
CITY OF CHICAGO DEPT. OF REVENUE,MAINTENANCE & REPAIRS,446.78,11/12/2020
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,8/26/2020
*INSPIRED CATERING & EVENTS,GENERAL EXPENSES,804.00,1/22/2020
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,8256.71,12/7/2020
RICHARD M STANTON,LEGAL COSTS,300.00,8/20/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,130335.74,5/21/2020
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,246.52,6/17/2020
"ICE MILLER, LLP",LEGAL COSTS,2500.00,1/14/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,1180.55,1/2/2020
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3200.00,11/30/2020
KONE SPARES,DIRECT PURCHASES,2323.38,1/31/2020
MURRAY & TRETTEL INC,GENERAL EXPENSES,416.25,7/2/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1168.30,1/10/2020
"ICE MILLER, LLP",LEGAL COSTS,2500.00,5/14/2020
"*FIRECO, INC.",MAINTENANCE & REPAIRS,4085.00,12/10/2020
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,211.62,3/3/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,171.98,2/25/2020
TERESA BOYLE ROGERS CONSULTING,CONSULTING,2294.88,11/16/2020
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,41.76,1/30/2020
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,52.80,3/2/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,106.99,2/5/2020
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,4000.00,3/25/2020
"ZIPCAR, INC.",EQUIPMENT RENTAL,1040.00,5/27/2020
ZIONS BANK,FINANCIAL & TREAS SVCS,500.00,4/23/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1266289.32,10/19/2020
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,5031.40,11/4/2020
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,4596.75,12/17/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1632.06,4/6/2020
"WISCO, INC.",DIRECT PURCHASES,308.25,1/23/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,76720.80,4/22/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,7860.78,10/5/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,15350.40,12/30/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,535.00,12/17/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4530.96,10/28/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,9158.21,2/27/2020
"GMI, LLC",CONSULTING,29520.00,8/26/2020
INTERTEK USA INC.,CONTRACTUAL SERVICES,17776.00,9/2/2020
APOLLO VIDEO TECHNOLOGY,FINANCIAL & TREAS SVCS,72442.27,1/7/2020
"JOHNSON CONTROLS, INC.",MAINTENANCE & REPAIRS,1752.00,4/30/2020
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,136900.75,1/29/2020
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,31061.91,9/23/2020
"WISCO, INC.",DIRECT PURCHASES,9.00,1/22/2020
UNITED PARCEL SERVICE,GENERAL EXPENSES,398.69,7/9/2020
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,365.00,8/13/2020
Konecranes,MAINTENANCE & REPAIRS,12971.43,9/17/2020
COMMONWEALTH EDISON.,UTILITIES EXPENSE,257917.76,9/21/2020
BRE RIVER NORTH POINT OWNER,FACILITY RENTAL,51838.14,1/17/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,800.00,8/27/2020
"MYTHICS, INC.",MAINTENANCE & REPAIRS,283952.41,10/8/2020
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3520.00,9/23/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1592.16,2/26/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3170.00,9/2/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1973.31,9/2/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,106.99,1/8/2020
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",ADVERTISING & PROMOTION,198.00,9/10/2020
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,5302.14,1/14/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,4620.00,5/22/2020
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1077.98,11/4/2020
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5622.08,8/27/2020
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,3755.52,4/1/2020
MICOMP COMPUTER CENTER,DIRECT PURCHASES,6320.40,6/18/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,26319.71,5/19/2020
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,2589.42,1/21/2020
CLERK OF THE CIRCUIT COURT  1,LEGAL COSTS,14.50,1/28/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,134279.23,7/23/2020
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,58399.50,12/30/2020
"LUMINATOR MASS TRANSIT, LLC",MAINTENANCE & REPAIRS,27125.00,5/21/2020
SEFTON REPORTING SERVICE LTD,LEGAL COSTS,418.75,2/4/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,872.90,7/22/2020
*Kambrian Corporation,TECHNOLOGY SERVICES,34417.20,8/27/2020
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,31900.00,10/15/2020
*M. WELLS PRINTING COMPANY,ADVERTISING & PROMOTION,11998.00,6/16/2020
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,276187.24,7/20/2020
JACKSON LEWIS PC,LEGAL COSTS,14896.00,5/11/2020
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,745.00,1/24/2020
FORESIGHT RECONSTRUCTION INC,LEGAL COSTS,3875.00,1/31/2020
"CAPRICORN COMMUNICATIONS, LLC",CONTRACTUAL SERVICES,6000.00,6/1/2020
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,222.00,10/19/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,62702.72,4/13/2020
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,163.50,12/31/2020
"OFFICE DEPOT, LLC.",DIRECT PURCHASES,388.82,10/5/2020
"*FIRECO, INC.",MAINTENANCE & REPAIRS,1400.00,4/16/2020
"*FIRECO, INC.",MAINTENANCE & REPAIRS,14433.50,9/17/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,716.40,5/6/2020
PINAKIN AMIN M.D.,ADMINISTRATION & HR,750.00,4/23/2020
TOWN OF CICERO,UTILITIES EXPENSE,574.02,9/3/2020
"CAREERBUILDER GOVERNMENT SOLUTIONS, LLC",ADVERTISING & PROMOTION,14496.00,7/30/2020
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,530527.46,3/17/2020
PLANET DEPOS LLC,LEGAL COSTS,215.00,8/20/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,96086.05,9/3/2020
"THOMPSON COBURN, LLC",LEGAL COSTS,885.00,3/13/2020
GOVERNMENT FINANCE OFFICERS ASSOCIATION,GENERAL EXPENSES,1230.00,7/23/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,53.76,11/2/2020
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,841.82,11/5/2020
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,105.00,6/18/2020
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,479.72,6/25/2020
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,1018.84,12/3/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,137991.07,12/2/2020
"ZIPCAR, INC.",EQUIPMENT RENTAL,1040.00,4/27/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,7556.58,11/4/2020
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,32243.06,2/13/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,260539.39,5/5/2020
"MYTHICS, INC.",MAINTENANCE & REPAIRS,15617.38,12/24/2020
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,8429.27,4/15/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1035.00,1/31/2020
DocuSign INC,GENERAL EXPENSES,300.00,12/3/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,142346.18,4/29/2020
LISA M DAVIDOFF M.D,ADMINISTRATION & HR,250.00,12/10/2020
"WISCO, INC.",DIRECT PURCHASES,143.22,10/1/2020
"MC KENZIE REPAIR, INC.",DIRECT PURCHASES,1468.50,10/1/2020
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1746.09,1/13/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,46494.61,3/4/2020
JACKSON LEWIS PC,LEGAL COSTS,1400.00,6/24/2020
PNC BANK,GENERAL EXPENSES,1823.35,8/1/2020
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5622.08,2/27/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,960.90,9/9/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,504.00,3/4/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,99.30,3/6/2020
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,41460.78,8/24/2020
JOHN M ZABOROWSKI MD,ADMINISTRATION & HR,250.00,2/4/2020
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,952.22,6/1/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,312.38,7/20/2020
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,113192.68,1/3/2020
MORTON SALT COMPANY,DIRECT PURCHASES,51258.47,3/17/2020
Wensco,ADVERTISING & PROMOTION,7788.21,6/25/2020
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,8/12/2020
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,67.87,1/17/2020
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,1659.44,8/6/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,10192.00,11/4/2020
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,211.62,4/30/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,115.51,6/10/2020
MURRAY & TRETTEL INC,GENERAL EXPENSES,416.25,6/18/2020
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,8416.25,11/18/2020
COZEN O'CONNOR,LEGAL COSTS,6401.50,6/25/2020
GREENBERG TRAURIG LLP,LEGAL COSTS,354.00,3/13/2020
MAZAK CORPORATION,MAINTENANCE & REPAIRS,1072.50,6/25/2020
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,10345.06,11/24/2020
SALVATORE PRESCOTT & PORTER PLLC,LEGAL COSTS,206.50,9/3/2020
System4 Chicago,MAINTENANCE & REPAIRS,4983.09,12/31/2020
"*THE BLUEPRINT SHOPPE, INC.",CONTRACTUAL SERVICES,625.36,10/22/2020
TOWN OF CICERO,UTILITIES EXPENSE,3894.50,2/20/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,18.32,12/10/2020
CHICAGO READER NEWSPAPER,ADVERTISING & PROMOTION,369.60,12/17/2020
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,1133.00,2/5/2020
"AMERESCO, INC.",CONSULTING,14730.00,1/31/2020
PEOPLES GAS,UTILITIES EXPENSE,15282.48,1/9/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,115.51,3/30/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,16750.76,11/23/2020
ACCOUNTING PRINCIPALS INC,CONTRACTUAL SERVICES,1207.50,1/31/2020
CORPORATE CONCEPTS INC,GENERAL EXPENSES,35920.00,11/5/2020
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,930.00,11/25/2020
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,3513.59,4/1/2020
COMMONWEALTH EDISON.,UTILITIES EXPENSE,233631.76,12/7/2020
JACKSON LEWIS PC,LEGAL COSTS,1680.00,6/24/2020
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,505.58,2/20/2020
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,67668.96,6/25/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,478389.22,2/3/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,817663.45,11/11/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,672716.92,2/14/2020
UNITED PARCEL SERVICE,GENERAL EXPENSES,9.01,8/27/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,37425.60,11/12/2020
"WISCO, INC.",DIRECT PURCHASES,34.10,3/3/2020
ZULKIE PARTNERS LLC,LEGAL COSTS,1440.00,8/17/2020
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,14993.49,9/4/2020
CDW GOVERNMENT LLC,ADVERTISING & PROMOTION,4779.95,2/12/2020
TAB SERVICE COMPANY,GENERAL EXPENSES,13033.66,12/17/2020
"ULTRA-TECH ENTERPRISES, INC.",MAINTENANCE & REPAIRS,363.49,4/27/2020
MICOMP COMPUTER CENTER,DIRECT PURCHASES,19569.10,9/24/2020
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,32250.00,8/12/2020
ARMA INTERNATIONAL,GENERAL EXPENSES,225.00,9/10/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,9944.91,8/19/2020
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,9/21/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,2239.00,3/5/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,1236.87,8/17/2020
LANGUAGE SERVICES ASSOCIATES,CONTRACTUAL SERVICES,149.04,3/25/2020
*DUST EM CLEAN MAINTENANCE,MAINTENANCE & REPAIRS,21902.58,12/3/2020
