VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,9/22/2022
"RADICOM, INC.",MAINTENANCE & REPAIRS,10425.00,1/25/2022
METROPOLITAN WATER RECLAMATION.,EQUIPMENT RENTAL,101624.90,1/20/2022
LAWANNA JOHNSON,LEGAL COSTS,75.00,3/31/2022
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,14533.79,8/16/2022
"ICE MILLER, LLP",LEGAL COSTS,2500.00,8/25/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/19/2022
MALCOLM X COLLEGE,TRAVEL & MEETING EXPENSE,508.00,6/16/2022
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,149.50,2/17/2022
"*SILK SCREEN EXPRESS, INC..",GENERAL EXPENSES,75603.52,1/3/2022
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6757.58,6/21/2022
LATHROP GAGE LLP,LEGAL COSTS,305.00,5/5/2022
INVANTAGE ADVISING,ADMINISTRATION & HR,1500.00,3/14/2022
BIOMETRIC IMPRESSIONS CORP,GENERAL EXPENSES,735.00,6/9/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,2640.00,5/12/2022
"*FIRECO, INC.",MAINTENANCE & REPAIRS,7121.74,9/15/2022
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,12956.18,9/29/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,48.75,4/7/2022
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,4250.00,7/29/2022
RICHARD M STANTON,LEGAL COSTS,400.00,7/29/2022
"VERITEXT, LLC",LEGAL COSTS,382.50,8/4/2022
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,219896.06,2/10/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,26771.95,2/1/2022
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,5827.50,6/10/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,188472.32,8/9/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,22394.01,3/3/2022
SDI PRESENCE LLC,TECHNOLOGY SERVICES,305779.00,4/28/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,6/2/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,267025.43,8/4/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,94236.16,1/25/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,448.73,2/24/2022
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,81058.53,4/4/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,7051.13,4/12/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,84551.30,6/2/2022
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,23523.50,5/31/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1956.85,5/26/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,976.95,7/21/2022
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,17787.00,9/8/2022
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,517.95,3/29/2022
*H and D Landscaping and Tree Removal LLC,CONTRACTUAL SERVICES,5852.16,3/3/2022
Konecranes,MAINTENANCE & REPAIRS,1417.50,3/24/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,13933.91,3/31/2022
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,10934.50,4/14/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,7/14/2022
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,465351.63,9/13/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,88.20,3/29/2022
CMM Calibration And Services,DIRECT PURCHASES,1725.00,9/22/2022
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,19.22,2/17/2022
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,182.00,8/18/2022
CAUSLEY COURT REPORTING CSR,LEGAL COSTS,1130.00,8/11/2022
JACKSON LEWIS PC,LEGAL COSTS,9996.00,6/9/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,10478.48,1/18/2022
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,400290.25,9/1/2022
PROCESS ELECTRONICS CORP,MAINTENANCE & REPAIRS,2500.00,4/21/2022
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,33067.50,2/3/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,650.00,2/17/2022
LEAH WARGOLET,ADMINISTRATION & HR,125.00,7/14/2022
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,547.23,3/24/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1566.25,3/24/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,610.80,5/24/2022
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,196717.60,1/10/2022
MAX FITZGERALD,ADMINISTRATION & HR,375.00,2/17/2022
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,2216.00,5/5/2022
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,234613.18,1/5/2022
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,3556.71,3/10/2022
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,49.72,5/19/2022
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,59747.80,4/21/2022
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,39410.00,7/5/2022
NEAL & LEROY L.L.C.,LEGAL COSTS,894.00,3/29/2022
AN EXECUTIVE DECISION,GENERAL EXPENSES,554.69,1/27/2022
"*ANZY SUPPLY, INC.",MAINTENANCE & REPAIRS,81.42,3/31/2022
ROBERT A BAADE PHD,ADMINISTRATION & HR,1725.00,7/21/2022
NADER DAHDALEH,ADMINISTRATION & HR,250.00,8/18/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2718.91,4/21/2022
TOWN OF CICERO,UTILITIES EXPENSE,845.66,8/25/2022
AT & T CORP,UTILITIES EXPENSE,7403.96,1/6/2022
"*MOTR GRAFX, LLC",GENERAL EXPENSES,6496.00,6/2/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,1/27/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,1467.00,7/7/2022
"ASKREPLY, INC.",TECHNOLOGY SERVICES,59570.00,8/16/2022
ZUBER LAWLER LLP,LEGAL COSTS,198.50,9/1/2022
BRIDGES COURT REPORTING,LEGAL COSTS,154.80,4/7/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,4014.25,3/10/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,31404.89,5/3/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,21205.00,1/3/2022
PNC BANK,GENERAL EXPENSES,357.00,3/18/2022
"SNOW SYSTEMS, INC",MAINTENANCE & REPAIRS,77234.00,3/3/2022
"WISCO, INC.",DIRECT PURCHASES,563.40,3/31/2022
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,1837.50,8/4/2022
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,66235.67,4/5/2022
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,1000.00,4/21/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3405.42,5/5/2022
Vincent R Williams & Associates P.C.,CONTRACTUAL SERVICES,6000.00,2/3/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,706.96,8/16/2022
Whelan Security of IL dba GardaWorld,PURCHASE OF SECURITY SERVICES,272650.21,4/28/2022
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,1500.00,1/5/2022
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,609.72,6/9/2022
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,48451.05,7/14/2022
CDM SMITH INC.,CONTRACTUAL SERVICES,20275.00,5/19/2022
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,2146.00,9/8/2022
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,413250.53,9/29/2022
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,1516.74,1/13/2022
"KOPICO, INC.",DIRECT PURCHASES,460.00,2/24/2022
"WISCO, INC.",DIRECT PURCHASES,622.92,2/17/2022
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1722.00,7/7/2022
CINTAS CORPORATION,DIRECT PURCHASES,23.12,2/24/2022
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,28566.00,5/19/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,7/21/2022
US BANK,FINANCIAL & TREAS SVCS,5500.00,6/16/2022
"J&S POWER SOLUTIONS, INC",MAINTENANCE & REPAIRS,5950.00,9/8/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,653.00,3/22/2022
VTECH SOLUTION INC,GENERAL EXPENSES,3651.90,9/8/2022
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,45900.00,8/2/2022
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1070.87,7/29/2022
JACKSON LEWIS PC,LEGAL COSTS,14458.00,2/15/2022
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,6559.05,1/27/2022
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,688.04,2/24/2022
MP2 ENERGY NE LLC,UTILITIES EXPENSE,503179.69,5/3/2022
Michael Best Strategies,CONTRACTUAL SERVICES,6000.00,1/6/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,6571.00,4/21/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,21.60,3/10/2022
JLM ABUNDANT LIFE COMMUNITY CENTER,TRAVEL & MEETING EXPENSE,750.00,2/24/2022
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,72.64,3/8/2022
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",GENERAL EXPENSES,1357.40,9/29/2022
SEAN SALEHI M.D.,ADMINISTRATION & HR,1800.00,9/8/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,15217.10,4/12/2022
ANCEL GLINK P.C.,LEGAL COSTS,9281.00,1/13/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,45415.77,1/27/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,255753.14,6/16/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,18600.00,9/27/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1040.00,7/7/2022
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,19311.89,8/16/2022
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,2832.00,9/15/2022
ALLIANT INSURANCE SERVICES (DRIVER ALLIANT),INSURANCE,28577.00,2/3/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
PNC BANK,TRAVEL & MEETING EXPENSE,1342.38,4/15/2022
CINTAS CORPORATION,MAINTENANCE & REPAIRS,4114.64,2/24/2022
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,896.45,7/5/2022
PNC BANK,ADVERTISING & PROMOTION,1794.31,6/15/2022
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,16.86,6/23/2022
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,125.00,2/17/2022
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,4675.00,4/19/2022
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,2263.86,4/7/2022
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,2307.98,8/31/2022
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,28800.00,2/10/2022
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,17629.75,5/17/2022
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,109696.55,9/8/2022
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,4525.05,9/29/2022
"JCDECAUX CHICAGO, LLC",MAINTENANCE & REPAIRS,108792.00,6/23/2022
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,6/23/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,427.56,5/19/2022
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,7/7/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,18665.10,4/7/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,22144.00,6/14/2022
JACKSON LEWIS PC,LEGAL COSTS,84.00,5/17/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,2/10/2022
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,54.99,3/17/2022
Konecranes,MAINTENANCE & REPAIRS,5786.64,9/1/2022
QUESTIONMARK CORPORATION,TECHNOLOGY SERVICES,28750.00,7/7/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,17444.33,2/10/2022
Jamil Fatti,CONTRACTUAL SERVICES,902.53,5/12/2022
SALVADOR J. VEGA,CONTRACTUAL SERVICES,3000.00,5/19/2022
COZEN O'CONNOR,LEGAL COSTS,23364.00,6/30/2022
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,817.19,2/10/2022
"WISS, JANNEY, ELSTNER  ASSOCIATES, INC.",CONSULTING,1240.00,1/6/2022
"INTERSECTION MEDIA, LLC",ADVERTISING & PROMOTION,3600.00,4/26/2022
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,1343.20,9/27/2022
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,4412.00,8/4/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,34617.00,6/23/2022
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,3898.55,8/25/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,228.39,8/25/2022
PITNEY BOWES GLOBAL MAILING SYSTEMS,CONTRACTUAL SERVICES,3924.78,2/17/2022
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,352.00,3/10/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,3/24/2022
"CONCARE, INC.",MAINTENANCE & REPAIRS,12488.88,9/29/2022
CROWNE PLAZA GREENVILLE,GENERAL EXPENSES,1076.40,1/25/2022
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,62311.15,4/19/2022
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,151142.34,6/7/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,320.80,6/2/2022
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8559.24,6/30/2022
OAK PARK POLICE DEPT,LEGAL COSTS,5.00,3/10/2022
"CLERK , UNITED STATES COURT",ADMINISTRATION & HR,23.50,8/25/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,54161.29,7/28/2022
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,8/30/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,917092.57,1/10/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,544418.85,8/4/2022
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,2931.60,9/13/2022
CLERK OF THE CIRCUIT COURT OF COOK COUNTY,LEGAL COSTS,12298.00,7/21/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,39439.76,8/11/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,2667.53,9/29/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,4830.00,4/26/2022
COZEN O'CONNOR PUBLIC STRATEGIES,CONTRACTUAL SERVICES,30000.00,9/22/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,2/3/2022
CLAREMONT LLC,CONTRACTUAL SERVICES,7525.00,2/17/2022
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,1749.57,8/11/2022
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,1437.50,6/30/2022
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,12000.00,1/3/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,26892.35,7/21/2022
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054.00,5/3/2022
Terrence J Schaffner,CONTRACTUAL SERVICES,7912.50,8/25/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,221.25,2/10/2022
CITY OF HOMETOWN,GENERAL EXPENSES,200.00,3/17/2022
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,80.00,3/22/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,217.12,4/7/2022
"WISCO, INC.",DIRECT PURCHASES,593.40,3/14/2022
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,262.68,3/10/2022
MP2 ENERGY NE LLC,UTILITIES EXPENSE,151731.58,4/5/2022
FUSION ENGINEERING LLC,CONTRACTUAL SERVICES,27516.50,3/31/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,1579.00,4/7/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,1068.90,3/17/2022
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,41631.47,6/16/2022
"MOBILE MINI, INC",EQUIPMENT RENTAL,990.00,7/14/2022
ILLINOIS TOLLWAY,GENERAL EXPENSES,43.20,5/5/2022
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,11275.00,1/27/2022
ILLINOIS TOLLWAY,GENERAL EXPENSES,40.90,4/4/2022
CHICAGO COMPENSATION ASSOC.,GENERAL EXPENSES,95.00,1/6/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,355.00,6/7/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,3058.00,2/3/2022
PRACTICAL AMERICAN SAFETY SOLUTIONS,TRAVEL & MEETING EXPENSE,1500.00,2/17/2022
Konecranes,MAINTENANCE & REPAIRS,4533.84,8/16/2022
TRESCAL INC,MAINTENANCE & REPAIRS,896.00,9/22/2022
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,149.50,1/20/2022
"DATA TEC SYSTEMS, INC.",CONTRACTUAL SERVICES,1632.00,6/30/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1698.18,1/27/2022
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,588.28,9/12/2022
"PITNEY BOWES, INC.",CONTRACTUAL SERVICES,21878.59,9/22/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,17600.00,2/10/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,61.50,5/19/2022
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,5/17/2022
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,9467.92,1/13/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/19/2022
"U.S. LEGAL SUPPORT, INCORPORATED",ADMINISTRATION & HR,62.50,9/8/2022
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054.00,7/5/2022
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,592.00,2/17/2022
Konecranes,MAINTENANCE & REPAIRS,641.25,8/9/2022
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,GENERAL EXPENSES,125.00,1/25/2022
"BUREAU OF NATIONAL AFFAIRS, INC., THE",FINANCIAL & TREAS SVCS,13836.00,2/1/2022
SALVATION ARMY KROC CENTER,TRAVEL & MEETING EXPENSE,510.00,3/31/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,19267.07,2/10/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,21224.00,3/31/2022
MastersLaw,LEGAL COSTS,708.00,4/19/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,9964.78,1/19/2022
"JJC GROUP, INC.",ADVERTISING & PROMOTION,9515.00,2/15/2022
PNC BANK,MAINTENANCE & REPAIRS,529.92,3/18/2022
STAPLES ADVANTAGE,DIRECT PURCHASES,1538.26,8/30/2022
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,3839.52,3/10/2022
DELL MARKETING L.P.,TECHNOLOGY SERVICES,886042.54,6/9/2022
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8559.24,9/29/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,26635.00,7/14/2022
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,39902.82,3/22/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,22702.40,4/7/2022
UNITEC PARTS CO.,DIRECT PURCHASES,3898.09,4/21/2022
ZIONS BANK,FINANCIAL & TREAS SVCS,2500.00,2/3/2022
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,492.60,8/25/2022
CANADIAN URBAN TRANSIT ASSOC.,CONTRACTUAL SERVICES,38645.25,4/28/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,503.91,6/2/2022
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,554.51,6/16/2022
"CARD IMAGING, INC.",DIRECT PURCHASES,624.00,3/10/2022
STEVEN M BIERIG,LEGAL COSTS,2550.00,3/31/2022
COMMONWEALTH EDISON.,UTILITIES EXPENSE,370548.68,6/2/2022
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,2/22/2022
"U.S. LEGAL SUPPORT, INCORPORATED",ADMINISTRATION & HR,70.00,9/1/2022
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,723653.09,5/17/2022
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,858.00,6/2/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1336.65,3/3/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,51221.36,5/17/2022
"ATOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,1498.00,8/25/2022
"RIPES, NELSON, BAGGOT & KALOBRATSOS PC",ADMINISTRATION & HR,500.00,9/15/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,1/27/2022
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,210.64,2/1/2022
*WAN Tech Inc,CONTRACTUAL SERVICES,399.92,9/1/2022
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,8250.00,9/15/2022
*Kambrian Corporation,ADVERTISING & PROMOTION,950.00,5/12/2022
"INTERSECTION MEDIA, LLC",TRAVEL & MEETING EXPENSE,187.50,4/28/2022
PLANET DEPOS LLC,LEGAL COSTS,564.85,7/7/2022
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,655.00,6/16/2022
JOSEPH SPERTY,CONSULTING,7500.00,3/10/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,285.00,4/7/2022
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1000.00,6/7/2022
JACKSON LEWIS PC,LEGAL COSTS,3948.00,8/2/2022
"THOMPSON COBURN, LLC",LEGAL COSTS,885.00,3/29/2022
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,9/20/2022
GRANT LAW LLC,LEGAL COSTS,8211.00,9/1/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,752.00,2/24/2022
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,10280.00,5/10/2022
MYERS BRIGGS,TRAVEL & MEETING EXPENSE,5790.00,4/14/2022
Konecranes,MAINTENANCE & REPAIRS,675.00,2/10/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,140571.15,1/27/2022
CORPORATE CONCEPTS INC,GENERAL EXPENSES,1336.39,6/16/2022
CINTAS CORPORATION,DIRECT PURCHASES,1242.02,8/30/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,13062.08,8/30/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,56149.54,1/6/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,18972.16,3/10/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,5729.78,5/31/2022
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,732595.47,7/19/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,66963.06,4/28/2022
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,5550.00,6/30/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,71364.49,3/10/2022
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,66.91,6/16/2022
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,5813.28,5/17/2022
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,105.32,2/10/2022
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,47856.62,1/13/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4929.93,3/15/2022
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,55.94,4/7/2022
MURRAY & TRETTEL INC,GENERAL EXPENSES,457.50,8/18/2022
ANCEL GLINK P.C.,LEGAL COSTS,1450.00,9/29/2022
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1580.00,2/22/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,463.32,3/17/2022
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,402992.27,8/18/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,482.90,7/19/2022
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,39469.00,3/1/2022
PNC BANK,TRAVEL & MEETING EXPENSE,113.00,2/15/2022
